²ÜÊ«Ü²	99	96.5	195.5
²Ü³¿ÑÞ	99	95.8	194.8
²ÜÅàöÎ	99	95.8	194.8
²ÜÊ¥¾û	99	95.3	194.3
²ÜÖÉÈ»	99	95.3	194.3
²Ü°®È»	99	95.3	194.3
²Ü°ÂË³	99	95.3	194.3
²ÜÓºÈ»	99	95.3	194.3
²Ü°®Ë¹	99	95.3	194.3
²Ü°ÂÈ»	99	95.3	194.3
²ÜÊ«á°	99	95.3	194.3
²ÜÐÂá°	99	95.3	194.3
²Ü°ÁÈ»	99	95.3	194.3
²ÜÐ¡Ñ¾	99	95.0	194.0
²ÜÒ»öÎ	99	94.9	193.9
²ÜÒÒöÎ	99	94.9	193.9
²ÜÃúÎ¾	99	94.8	193.8
²ÜÒ»Ãú	99	94.6	193.6
²ÜÒ»Õý	99	94.6	193.6
²ÜÉÜçâ	99	94.6	193.6
²ÜÅàÃú	99	94.6	193.6
²ÜÑÉÈð	99	94.6	193.6
²ÜÉØÑô	95	97.7	192.7
²Üî£Ñô	95	97.7	192.7
²ÜÎ¬	96	96.3	192.3
²Üã³	96	96.3	192.3
²Üçâ	96	96.3	192.3
²ÜÜ²	95	97.0	192.0
²ÜÊ«Íð	95	97.0	192.0
²ÜÒ»ÖÓ	95	96.8	191.8
²ÜÒ»È»	95	96.7	191.7
²ÜÒ»¾û	95	96.7	191.7
²ÜÒ»³®	95	96.7	191.7
²ÜÒÒÈ»	95	96.7	191.7
²Ü×ÏÐù	95	96.4	191.4
²Ü³¿Ðù	95	96.4	191.4
²Ü°ÂÏè	96	95.3	191.3
²ÜÊÀÒ»	101	90.2	191.2
²ÜÍÁÍÁ	96	95.0	191.0
²ÜÈç«h	101	89.9	190.9
²ÜÒ»çâ	96	94.6	190.6
²ÜÛÚ	100.5	90.1	190.6
²ÜÒà	100.5	90.1	190.6
²ÜÑò	100.5	90.1	190.6
²ÜÓî	100.5	90.1	190.6
²ÜÓð	100.5	90.1	190.6
²ÜÐ¡Ðù	95	94.9	189.9
²ÜÍðÑô	97	92.6	189.6
²ÜÔº	101	88.5	189.5
²ÜÓ­¾û	95	94.5	189.5
²ÜÓ°	101	88.5	189.5
²ÜÎ¨È»	95	94.5	189.5
²ÜÎ°È»	95	94.5	189.5
²ÜÎ°Ê¤	95	94.5	189.5
²ÜÎ¾È»	95	94.5	189.5
²ÜÒúÈ»	95	94.5	189.5
²Ü³¿Ïè	95	94.5	189.5
²ÜÓÆÈ»	95	94.5	189.5
²ÜÉÜÏè	95	94.5	189.5
²ÜÅàÈ»	95	94.5	189.5
²Üæ«È»	95	94.5	189.5
²ÜÒî¿¢	95	94.5	189.5
²ÜÒÝ	101	88.5	189.5
²ÜÀÚ	101	88.5	189.5
²ÜÔö	101	88.5	189.5
²Ü¾µÏè	95	94.2	189.2
²Ü¾µêÝ	95	94.2	189.2
²ÜÒ»»Æ	92	96.7	188.7
²ÜÒ»ºÚ	92	96.7	188.7
²ÜÏËÜ²	99	89.6	188.6
²ÜÒ»Ðù	92	96.5	188.5
²ÜÐ¿ÑÒ	97	91.2	188.2
²ÜÉÜöÎ	92	95.8	187.8
²Ü°Âå·	95	92.7	187.7
²Ü°Â±|	95	92.7	187.7
²ÜÐ¡Ê¤	92	95.3	187.3
²ÜÐ¡È»	92	95.3	187.3
²ÜÊ«Í¯	92	95.3	187.3
²ÜçýÈ»	92	95.3	187.3
²ÜËàÈ»	92	95.3	187.3
²ÜîÚÈ»	92	95.3	187.3
²Üì§È»	92	95.3	187.3
²Üì§Êæ	92	95.3	187.3
²ÜÊ¿È»	92	95.3	187.3
²ÜÊ«È»	92	95.3	187.3
²Ü¾¸Êæ	92	95.3	187.3
²Üè¡È»	92	95.3	187.3
²ÜÉÏÈ»	92	95.3	187.3
²Ü¾¸È»	92	95.3	187.3
²ÜôÓÈ»	92	95.3	187.3
²Ü´¨Ë³	92	95.3	187.3
²ÜÐÂÊæ	92	95.3	187.3
²ÜÐÂÈ»	92	95.3	187.3
²ÜÒÔ´¨	99.5	87.7	187.2
²ÜÐèÒª	95	92.1	187.1
²ÜÒøâù	95	92.1	187.1
²ÜÌúÐÄ	92	95.0	187.0
²ÜÓ¦×Ú	100	86.9	186.9
²Ü¾¸«h	95	91.9	186.9
²ÜÐÂ«h	95	91.9	186.9
²ÜÐÂâù	95	91.9	186.9
²ÜÒà·æ	97	89.7	186.7
²ÜÓèÈË	99	87.6	186.6
²Ü²ÊÈð	92	94.6	186.6
²ÜÏéè¤	92	94.6	186.6
²Ü³¿è¤	92	94.6	186.6
²ÜÉÜÃú	92	94.6	186.6
²ÜÏéÈð	92	94.6	186.6
²ÜÅàÏè	92	94.5	186.5
²Ü»ùÏè	92	94.5	186.5
²ÜÔ¾	95	91.3	186.3
²ÜÒ»	95	91.3	186.3
²ÜÎ¡	95	91.3	186.3
²ÜÓþ	95	91.3	186.3
²ÜÓ­	95	91.2	186.2
²ÜÎ¨	95	91.2	186.2
²ÜÎ°	95	91.2	186.2
²ÜÓèîì	99	87.2	186.2
²ÜÓÐÕý	97	89.2	186.2
²ÜÒî	95	91.2	186.2
²Ü¹è	95	91.2	186.2
²ÜÓò	95	91.2	186.2
²ÜÅà	95	91.2	186.2
²ÜÔÏá°	92	94.2	186.2
²ÜÉÙÎ°	99	86.9	185.9
²Ü³£Î°	95	90.9	185.9
²ÜÈÊ»ù	99	86.9	185.9
²ÜÉØÀÝ	95	90.8	185.8
²Üî£è¸	95	90.8	185.8
²Üá°ÐÂ	99	86.5	185.5
²Ü»ÆÊó	99	86.5	185.5
²ÜÈ»ÌÁ	99	86.5	185.5
²ÜµÃÉ½	95	90.4	185.4
²ÜÊ®Ò»	95	90.3	185.3
²Üè¤	89	96.3	185.3
²Ü´ä	89	96.3	185.3
²ÜÈð	89	96.3	185.3
²Üî£	89	96.3	185.3
²ÜÃú	89	96.3	185.3
²ÜÐ¡Çà	88	97.1	185.1
²Ü½ðÐã	93	92.1	185.1
²ÜÒ»·æ	99	86.0	185.0
²ÜïÙ	88	97.0	185.0
